source,source_id,url,published,company,title,seniority_tier,location,text_sha256,communication,collaboration,stakeholder_alignment,mentoring,leadership_influence,feedback_review,learning_adaptability,conflict_negotiation,empathy_listening,any_socioemotional,two_or_more,competency_count,core_competency_count
The Muse,21742943,https://www.themuse.com/jobs/spacex/sr-software-engineer-platform-team-0ab9a9,2026-06-26,SpaceX,Sr. Software Engineer (Platform Team),Senior,"Brownsville, TX; El Segundo, CA; Lockhart, TX; Palo Alto, CA; Redmond, WA; Sunnyvale, CA",2315c8e1754cfd8ce822c4a40f193dbcc4d9839c62b78540842841705a04d18b,0,1,0,1,0,1,0,0,0,1,1,3,2
The Muse,21643631,https://www.themuse.com/jobs/spacex/sr-software-engineer-flight-reliability-97886a,2026-06-26,SpaceX,Sr. Software Engineer (Flight Reliability),Senior,"El Segundo, CA",ae238e4cc45611db29147bb785a764be4b26a3a6b7cb90eeda1d72fd6adad804,0,0,0,0,0,1,0,0,0,0,0,1,0
The Muse,21862519,https://www.themuse.com/jobs/spacex/sr-ran-software-engineer-starlink-mobile-c4e837,2026-06-26,SpaceX,Sr. RAN Software Engineer (Starlink Mobile),Senior,"Sunnyvale, CA",18f4c2e7b3d4644eb036bc1ebe3540ebfd708b6e30c29026bc17a8d08ab83916,0,1,0,0,0,0,0,0,0,1,0,1,1
The Muse,21852945,https://www.themuse.com/jobs/spacex/sr-application-software-engineer-45e944,2026-06-26,SpaceX,Sr. Application Software Engineer,Senior,"El Segundo, CA",1d261a39928c64e097e4097b3c7ab9868de3bdb5b0abbd9209cb33fd40b584c3,0,1,0,0,0,1,0,0,0,1,0,2,1
The Muse,21769812,https://www.themuse.com/jobs/spacex/principal-wifi-software-engineer-starlink-0b5057,2026-06-26,SpaceX,Principal Wi-Fi Software Engineer (Starlink),Staff/Principal,"Palo Alto, CA",084789b47835e4f521ee811e296c7524e385791e0480f51cf1c6e2b6992d8dd5,0,1,0,0,0,0,0,0,0,1,0,1,1
The Muse,21654086,https://www.themuse.com/jobs/spacex/principal-software-engineer-continuous-integration-starship,2026-06-26,SpaceX,"Principal Software Engineer, Continuous Integration (Starship)",Staff/Principal,"El Segundo, CA",9775da2d9f338bb2e77b942bb60481196e473bfb29a8598f63a6dd33156e9278,1,1,0,0,1,0,0,0,0,1,1,3,3
The Muse,21742934,https://www.themuse.com/jobs/spacex/principal-software-engineer-platform-team-f081f6,2026-06-26,SpaceX,Principal Software Engineer (Platform Team),Staff/Principal,"Brownsville, TX; El Segundo, CA; Lockhart, TX; Palo Alto, CA; Redmond, WA; Sunnyvale, CA",c692ab1a0b43387a016dd28917852bd9cd03b912a5ec51651f84ed3a87452ecd,0,1,0,1,1,1,0,0,0,1,1,4,3
The Muse,21471343,https://www.themuse.com/jobs/spacex/lead-software-engineer-flight-systems-top-secret-clearance,2026-06-26,SpaceX,"Lead Software Engineer, Flight Systems - Top Secret Clearance",Lead,"El Segundo, CA",b456955b0ae7206ab5011d979432a94bcb2f3ba185ef32f030244dcd894e3b4c,0,1,0,0,1,1,0,0,0,1,1,3,2
The Muse,21730678,https://www.themuse.com/jobs/spacex/lead-software-engineer-full-stack-build-reliability-e93fa3,2026-06-26,SpaceX,Lead Software Engineer (Full Stack) - Build Reliability,Lead,"El Segundo, CA",032e30e98c61ea5aaeae384b1a82404910f81fdbade855fcfd843c5c96ee88eb,0,1,0,1,0,0,0,0,0,1,1,2,2
The Muse,21800506,https://www.themuse.com/jobs/riotgames/staff-software-engineer-developer-experience-workflows-valorant,2026-06-26,Riot Games,"Staff Software Engineer, Developer Experience & Workflows - VALORANT",Staff/Principal,"Bellevue, WA",e29cd2e0a708a63841b01eaeb8b61e201b5eccf9cd9bb1cd79de3c02455a7c3f,0,0,1,1,0,0,0,0,0,1,1,2,2
Himalayas,https://himalayas.app/companies/upwave/jobs/senior-software-engineer,https://himalayas.app/companies/upwave/jobs/senior-software-engineer,2026-06-25,Upwave,Senior Software Engineer,Senior,United States,46293470e721e916dd1c0596f5938ebfa4c2a68cb556fa0ff594d5ad0e79e26a,1,1,0,1,0,1,0,0,0,1,1,4,3
The Muse,21884767,https://www.themuse.com/jobs/exadel/senior-software-engineer-java-murex,2026-06-25,Exadel,"Senior Software Engineer (Java, Murex)",Senior,"Barra do Garças, Brazil",e46b1dad80896da689bceb23684a3f4b57e7d4bc2e40cbd95c442a476ba163b1,0,1,0,0,0,1,0,0,0,1,0,2,1
The Muse,21731105,https://www.themuse.com/jobs/riotgames/senior-software-engineer-gameplay-league-of-legends,2026-06-25,Riot Games,"Senior Software Engineer, Gameplay - League of Legends",Senior,"Sydney, Australia",13d91bfe38f2310be4bc4e1e7c46ff3431097bb406d24f4ac6110d3e4c662e86,0,1,0,0,0,1,0,0,0,1,0,2,1
The Muse,19967135,https://www.themuse.com/jobs/riotgames/senior-software-engineer-hextech-gameplay,2026-06-25,Riot Games,"Senior Software Engineer - Hextech, Gameplay",Senior,"Sydney, Australia",4a556a581a069036f629e6cca7249232617c3fd8845de423fc884c7ce41174ef,1,1,1,1,0,1,0,0,0,1,1,5,4
Jobicy,142467,https://jobicy.com/jobs/142467-staff-software-engineer-product-engineering-eu,2026-06-25,Ashby,"Staff Software Engineer, Product Engineering, EU",Staff/Principal,Europe,a842b0776831d87e31eb8fdca63cf3153ed8e3bc1da909862d67e765a027f9fd,0,0,0,0,1,1,1,0,0,1,1,3,2
Jobicy,142478,https://jobicy.com/jobs/142478-senior-cloud-software-engineer,2026-06-25,Twilio,Senior Cloud Software Engineer,Senior,Spain,e941dec908916285b6ac64014f81ff92b9786b779ee7ec3d3ce749d8479a619f,1,1,0,0,1,1,0,0,0,1,1,4,3
Jobicy,147758,https://jobicy.com/jobs/147758-senior-software-engineer-java,2026-06-25,Zartis,Senior Software Engineer (Java),Senior,Europe,14ddef33dd966de8cef1d32761db1e5233e29eb8717b291a567633111d940c3a,1,1,0,1,0,1,0,0,0,1,1,4,3
Jobicy,143143,https://jobicy.com/jobs/143143-senior-full-stack-developer,2026-06-25,Automat-it,Senior Full-Stack Developer,Senior,Ukraine,7fbc889d6b47c33c9ac6480fc943f80569b4241c66d2fe4137ee87572c85819b,1,0,0,0,0,0,1,0,0,1,1,2,2
Himalayas,https://himalayas.app/companies/nova-credit/jobs/staff-software-engineer,https://himalayas.app/companies/nova-credit/jobs/staff-software-engineer,2026-06-25,Nova Credit,Staff Software Engineer,Staff/Principal,United States,76995aebb461e6fa9a8824cbcbfcc3b093b10ec12ee5bdab2a59282cfb852cef,0,0,0,0,0,1,0,0,0,0,0,1,0
The Muse,21370732,https://www.themuse.com/jobs/glossgenius/staff-software-engineer-frontend-237b40,2026-06-24,GlossGenius,"Staff Software Engineer, Frontend",Staff/Principal,"New York, NY",169eb717a811e16b1de111f95f24f3bc66dd7d13f38f432060cb0605e8a13879,0,1,1,0,1,1,0,0,0,1,1,4,3
The Muse,21820572,https://www.themuse.com/jobs/glossgenius/staff-software-engineer-backend-7d1ec3,2026-06-24,GlossGenius,"Staff Software Engineer, Backend",Staff/Principal,"Flexible / Remote; New York, NY",14719d949d55cd2116245a2a736432c89f270db86bf3cb36920b222e419da088,0,1,0,0,1,0,0,0,0,1,1,2,2
The Muse,21875223,https://www.themuse.com/jobs/riotgames/staff-software-engineer-unreal-ecosystem-australiabased-relocation-provided,2026-06-24,Riot Games,"Staff Software Engineer, Unreal Ecosystem (Australia-Based; Relocation Provided)",Staff/Principal,"Sydney, Australia",02cfde480b9722c77c748db03546de3b2c40ae7491f25731236bea2c3530abf4,1,1,0,1,1,1,0,0,0,1,1,5,4
The Muse,21388314,https://www.themuse.com/jobs/riotgames/staff-software-engineer-game-tech-group-unreal-ecosystem,2026-06-24,Riot Games,"Staff Software Engineer - Game Tech Group, Unreal Ecosystem",Staff/Principal,"Los Angeles, CA",798776df0f24ae6523f424868b23d59d1d402b618fecdda8a83c65bbe9bc639e,0,1,1,0,0,0,0,0,0,1,1,2,2
Jobicy,147648,https://jobicy.com/jobs/147648-senior-fullstack-engineer-java-react,2026-06-24,Zartis,Senior Fullstack Engineer (Java / React),Senior,Europe,7ba6dcc9675fc62e8660f4500f0310afe9cd7d8724a1000bc02bc1f518e124a9,1,1,0,1,0,1,1,0,0,1,1,5,4
Jobicy,144518,https://jobicy.com/jobs/144518-principal-software-engineer-postgres,2026-06-23,Clickhouse,Principal Software Engineer - Postgres,Staff/Principal,Netherlands,923558d1b124d1d7aa5c9874c12ddf364119590880032b2d38f6275cfcf1e093,0,1,0,1,1,0,0,0,0,1,1,3,3
Himalayas,https://himalayas.app/companies/crate-app/jobs/software-engineer-6,https://himalayas.app/companies/crate-app/jobs/software-engineer-6,2026-06-22,Crate App,Software engineer 6,Senior,United States,0c50c5a94b244eb82a9190819ed6ad9f87e98570b07955e1d76da0bb3b622435,0,1,1,0,0,1,1,0,0,1,1,4,3
Jobicy,147408,https://jobicy.com/jobs/147408-senior-backend-software-engineer-observability,2026-06-22,Nebius,Senior Backend Software Engineer (Observability),Senior,"Czechia,  Europe,  Germany,  Netherlands,  UK",fb4a5147d752b7fa356bdc7f54cef870fd11f0310d531f2ddc1ae3a27692d488,1,1,0,0,1,0,0,0,0,1,1,3,3
Himalayas,https://himalayas.app/companies/zego/jobs/senior-software-engineer,https://himalayas.app/companies/zego/jobs/senior-software-engineer,2026-06-20,Zego,Senior Software Engineer,Senior,Portugal,4f3df880132abe934c5068b1529ef86bab0c6f8c92c16d8dbdb55435aa116d4e,1,1,0,0,1,1,1,0,0,1,1,5,4
The Muse,21838357,https://www.themuse.com/jobs/jpmorganchase/salesforce-software-engineer-senior-associate,2026-06-19,JPMorgan Chase,Salesforce Software Engineer - Senior Associate,Senior,"London, United Kingdom",5e6ed611659729219f94d9042321d80ba20a8a1835def20bbf3123567fcf6b82,0,0,0,0,0,1,1,0,0,1,0,2,1
Jobicy,143906,https://jobicy.com/jobs/143906-senior-software-engineer-13,2026-06-18,Bentley Systems,Senior Software Engineer,Senior,Lithuania,dc1e217881a2476ce48eeb0ba1ffe5f013a03821f17fd3d0608b22d6f5f35ac1,0,1,1,1,0,1,0,0,0,1,1,4,3
Jobicy,144098,https://jobicy.com/jobs/144098-senior-software-engineer-full-remote-france-or-hybrid-2,2026-06-18,Voyage Privé,Senior Software Engineer - Full Remote (France) or Hybrid,Senior,France,9c588949e4c8389331e97a8f08dcdb5501fe3cc766f35d313a3016b5caffffb1,0,1,1,0,1,1,1,0,0,1,1,5,4
Jobicy,147066,https://jobicy.com/jobs/147066-staff-android-engineer,2026-06-17,AlphaSense,Staff Android Engineer,Staff/Principal,"Europe,  UK",3c9af382ccdbd60bda420b4524898e1ef73ce0c2add0b0e89083780383c336d9,0,1,0,0,0,0,0,0,0,1,0,1,1
Jobicy,146976,https://jobicy.com/jobs/146976-principal-software-engineer-data-lakes,2026-06-17,Fivetran,Principal Software Engineer - Data Lakes,Staff/Principal,"EMEA,  Germany",f72c306f52696ede8051077d7734a4b149dc9de5617abde9a58e1c2f5e561b77,0,1,0,0,0,0,1,0,0,1,1,2,2
The Muse,21831022,https://www.themuse.com/jobs/riotgames/staff-software-engineer-metagame-unpublished-rd-product,2026-06-15,Riot Games,"Staff Software Engineer, Metagame- Unpublished R&D Product",Staff/Principal,"Los Angeles, CA",fcd775481799388e690b52057b2e98e899c321eb46ac25c4d8e5143eaf6d244d,0,1,0,1,0,0,0,0,0,1,1,2,2
Himalayas,https://himalayas.app/companies/alkami-technology-inc/jobs/software-engineer,https://himalayas.app/companies/alkami-technology-inc/jobs/software-engineer,2026-06-14,"Alkami Technology, Inc.",Software Engineer,Senior,United States,334958ca65db3978417fc59c680552b14babe05220584c473a5247514f9f37ad,1,1,0,0,0,0,0,0,0,1,1,2,2
Himalayas,https://himalayas.app/companies/marble-technology-inc/jobs/software-engineer-lead-5684401543,https://himalayas.app/companies/marble-technology-inc/jobs/software-engineer-lead-5684401543,2026-06-13,Marble Technology Inc.,"Software Engineer, Lead",Lead,United States,fcc170bbe6a86d236d25f00f3508113ff43ea9108f11aa77dd26cf3ae35c46eb,0,1,1,0,1,0,0,0,0,1,1,3,3
Himalayas,https://himalayas.app/companies/forgotten-empires/jobs/senior-software-engineer-talent-pipeline-3636470216,https://himalayas.app/companies/forgotten-empires/jobs/senior-software-engineer-talent-pipeline-3636470216,2026-06-12,Forgotten Empires,Senior Software Engineer - Talent Pipeline,Senior,Greece,45132d48aea005c634da885cf9accaf67cc2bd544ec7da6ab0a6cd6552e62f23,0,1,0,0,0,0,0,0,0,1,0,1,1
Himalayas,https://himalayas.app/companies/jobget/jobs/principal-software-engineer-1353286093,https://himalayas.app/companies/jobget/jobs/principal-software-engineer-1353286093,2026-06-11,JobGet,Principal Software Engineer,Staff/Principal,Canada,805e5b63bd930e8f6de662c4a0fd253268c69e3d4f8c705dab0888eeae835a28,0,1,0,0,1,1,1,0,0,1,1,4,3
Himalayas,https://himalayas.app/companies/hatch-it/jobs/senior-software-engineer,https://himalayas.app/companies/hatch-it/jobs/senior-software-engineer,2026-06-08,Hatch IT,Senior Software Engineer,Senior,United States,07f560a4c6974cfb164bf28306abd0a102e77810f27c982193de98304872c6bc,1,1,0,1,1,1,0,0,0,1,1,5,4
Himalayas,https://himalayas.app/companies/booz-allen-hamilton/jobs/senior-software-engineer,https://himalayas.app/companies/booz-allen-hamilton/jobs/senior-software-engineer,2026-06-08,Booz Allen Hamilton,Senior Software Engineer,Senior,United States,fa3c780822b1a191555f483fa788b7a416f34d12d1e3cdeeac2246cb86753e59,0,0,0,0,0,0,0,0,0,0,0,0,0
Himalayas,https://himalayas.app/companies/marble-technology-inc/jobs/senior-software-engineer-986261734,https://himalayas.app/companies/marble-technology-inc/jobs/senior-software-engineer-986261734,2026-06-08,Marble Technology Inc.,Senior Software Engineer,Senior,Canada,4abf61e9b713ff0b9955dc9cf70290d968ba8914051bfa4f9544e91f879ee324,0,0,0,1,0,0,0,0,0,1,0,1,1
Himalayas,https://himalayas.app/companies/15five/jobs/senior-software-engineer,https://himalayas.app/companies/15five/jobs/senior-software-engineer,2026-06-07,15Five,Senior Software Engineer,Senior,United States,e59ed52b3168719df2f442a31574ed04050298c10804f6354e4c930564280067,0,1,0,0,1,1,0,0,0,1,1,3,2
Himalayas,https://himalayas.app/companies/lumin-digital/jobs/software-engineer-sdk,https://himalayas.app/companies/lumin-digital/jobs/software-engineer-sdk,2026-06-07,Lumin Digital,Software Engineer (SDK),Senior,United States,deee59c079eb222be84bdcb3adb24884c7531a91805f749f8ec243b4a075bbf5,0,1,0,0,0,1,1,0,0,1,1,3,2
Himalayas,https://himalayas.app/companies/magnet-forensics/jobs/senior-software-engineer,https://himalayas.app/companies/magnet-forensics/jobs/senior-software-engineer,2026-06-06,Magnet Forensics,Senior Software Engineer,Senior,Canada,d56dde1a369dc3db7ba46126f95449eb9dfe91f338ab3b7b9e7bcc527c113bca,0,0,0,0,0,0,0,0,0,0,0,0,0
Himalayas,https://himalayas.app/companies/reveleer/jobs/sr-software-engineer,https://himalayas.app/companies/reveleer/jobs/sr-software-engineer,2026-06-05,Reveleer,Sr. Software Engineer,Senior,United States,80e0ac2767d2305e237aeb7f815f3db63dfd3fae31cfa1a2b3749d46f5731407,0,1,1,1,1,1,0,0,0,1,1,5,4
The Muse,21816118,https://www.themuse.com/jobs/riotgames/staff-software-engineer-infrastructure-900428,2026-06-04,Riot Games,Staff Software Engineer - Infrastructure,Staff/Principal,"Los Angeles, CA",1959ec5cec83c9e1b1240f128c13c4deee5a520655acee4bd73946e32ecc2e56,0,1,0,1,0,0,0,0,0,1,1,2,2
Himalayas,https://himalayas.app/companies/canary-technologies/jobs/senior-software-engineer-826246427,https://himalayas.app/companies/canary-technologies/jobs/senior-software-engineer-826246427,2026-06-03,Canary Technologies,Senior Software Engineer,Senior,United States,b0a46d90c25577e60d91eefcaa2829d0e5a6625d70fc6ba4c04d9ccf20a9638c,1,1,0,1,1,1,0,0,0,1,1,5,4
The Muse,19694506,https://www.themuse.com/jobs/riotgames/staff-software-engineer-rendering-unpublished-rd-product,2026-06-01,Riot Games,"Staff Software Engineer, Rendering 渲染工程师 - Unpublished R&D Product",Staff/Principal,"Shanghai, China",c0c1e5ef68f950f94695e6cbd1c1b2e2ac25fd0b67769a59f783c58ed986981d,0,1,0,0,0,0,0,0,0,1,0,1,1
Himalayas,https://himalayas.app/companies/sezzle/jobs/senior-software-engineer-argentina,https://himalayas.app/companies/sezzle/jobs/senior-software-engineer-argentina,2026-05-30,Sezzle,Senior Software Engineer (Argentina),Senior,Argentina,6bd135fdb0ae5942d93f79b6ef9549464d0e0cb4c17094477b79c0e564bc1c51,0,1,1,1,0,1,0,0,0,1,1,4,3
Himalayas,https://himalayas.app/companies/edgetier/jobs/senior-software-engineer,https://himalayas.app/companies/edgetier/jobs/senior-software-engineer,2026-05-29,EdgeTier,Senior Software Engineer,Senior,Ireland; Spain,c2be536ffe6b9abf460d8526078fda85e9ae6b8894e0f082c5bb1cb15d779cb1,1,0,0,0,0,0,0,0,0,1,0,1,1
Himalayas,https://himalayas.app/companies/endurosat/jobs/senior-software-engineer,https://himalayas.app/companies/endurosat/jobs/senior-software-engineer,2026-05-27,EnduroSat,Senior Software Engineer,Senior,Bulgaria,1d99e2bd8f802a3062252fec5d1fb21b58f7c2e0f393c0544a12746921aada57,0,0,0,0,0,0,0,0,0,0,0,0,0
Himalayas,https://himalayas.app/companies/alkami-technology-inc/jobs/sr-software-engineer-india,https://himalayas.app/companies/alkami-technology-inc/jobs/sr-software-engineer-india,2026-05-26,"Alkami Technology, Inc.",Sr Software Engineer India,Senior,India,d4900185e97681f57f7a033d96a98f5a159a3940a65ab05d24f773c5ba3ca978,1,0,1,1,0,0,0,0,0,1,1,3,3
Himalayas,https://himalayas.app/companies/hbk-hottinger-bruel-kjaer/jobs/senior-software-engineer,https://himalayas.app/companies/hbk-hottinger-bruel-kjaer/jobs/senior-software-engineer,2026-05-22,HBK - Hottinger Brüel & Kjær,Senior Software Engineer,Senior,India,8b9259584bdd63b74ad14f54bbce0704f2dd7758443b2a9a23008896e76ade65,0,0,0,0,0,0,0,0,0,0,0,0,0
The Muse,21205492,https://www.themuse.com/jobs/capitalone/principal-associate-software-engineering-fullstack-international-cardtech,2026-05-21,Capital One,Principal Associate - Software Engineering - Fullstack - International Cardtech,Staff/Principal,"Bangalore, India",4ac559f0a78bee160c81ae96fd7fbabc00e0463a04c96d45b4ceecb2b05ef722,0,1,1,1,0,0,0,0,0,1,1,3,3
Himalayas,https://himalayas.app/companies/work-mercor/jobs/principal-software-engineer-6135562381,https://himalayas.app/companies/work-mercor/jobs/principal-software-engineer-6135562381,2026-05-18,Mercor,Principal Software Engineer,Staff/Principal,Germany,d8e86b442b0bde8628c9b042d1f07d58e17edc611c7040131545fba53153248b,0,0,0,0,0,0,0,0,0,0,0,0,0
The Muse,21716634,https://www.themuse.com/jobs/gevernova/senior-java-software-engineer-238f70,2026-05-15,GE Vernova,Senior Java Software Engineer,Senior,"Bucharest, Romania",4585b7227529547f27749a40c6d6d31545b9798ffa16e844d805cffcb0506174,0,0,0,0,0,0,0,0,0,0,0,0,0
The Muse,21706648,https://www.themuse.com/jobs/riotgames/senior-software-engineer-tech-foundations,2026-05-14,Riot Games,Senior Software Engineer -  Tech Foundations,Senior,"Shanghai, China",0599397bf8f739b5f6f3528b84f00d9c53d27710f2a5c7b0e2177636f9db4da9,1,1,0,0,1,1,0,0,0,1,1,4,3
The Muse,21714696,https://www.themuse.com/jobs/capitalone/lead-software-engineer-full-stack-pythonaws-586fdf,2026-05-14,Capital One,"Lead Software Engineer, Full Stack (Python/AWS)",Lead,"New York, NY",894822cd19f625d4935fb3532944caa1eaf52c9f665933d08be8311d12ed8daf,0,1,0,1,0,0,0,0,0,1,1,2,2
The Muse,21478466,https://www.themuse.com/jobs/riotgames/staff-software-engineer-data-foundations,2026-05-07,Riot Games,Staff  Software Engineer - Data Foundations,Staff/Principal,"Los Angeles, CA",cd1f2662820ac66ddb39235bbe2691710c7965527750e671115f9c1a85d2e340,0,1,0,0,0,1,0,0,0,1,0,2,1
The Muse,21671302,https://www.themuse.com/jobs/riotgames/principal-software-engineer-ai-enablement-central-product,2026-05-07,Riot Games,"Principal Software Engineer, AI Enablement - Central Product",Staff/Principal,"Los Angeles, CA",80d63fa84133b2e9c5a3daa7fcecf4478e4388cfd423aff34b691049a394d3c2,0,0,0,0,1,0,0,0,0,1,0,1,1
The Muse,20262232,https://www.themuse.com/jobs/riotgames/senior-software-engineer-valorant-release-engineering-89d6d6,2026-05-01,Riot Games,"Senior Software Engineer, VALORANT - Release Engineering",Senior,"Sydney, Australia",cfdcb8e5c0fa2b1a2b679bcc10c6e8d45e1886d550103f1f9b5685ba4de89fa7,1,1,0,1,0,0,0,0,0,1,1,3,3
The Muse,21633680,https://www.themuse.com/jobs/celonis/senior-software-engineer-provisioning-and-licensing,2026-04-29,Celonis,Senior Software Engineer - Provisioning and Licensing,Senior,"Munich, Germany",d49e2245743ca2bd191c3719347fdada5b3881dcf10ce3e7fdb4d0d79b8c7ace,1,1,0,0,1,0,0,0,0,1,1,3,3
The Muse,21601148,https://www.themuse.com/jobs/sothebys/senior-software-engineer,2026-04-29,Sotheby's,Senior Software Engineer ,Senior,Flexible / Remote,3e0640a835cbd322a5df6d71fbc2c221f77770abbeb0443179004662d23d8915,1,0,0,0,0,0,1,0,0,1,1,2,2
The Muse,20726515,https://www.themuse.com/jobs/bankofamerica/principal-net-software-engineering-handson,2026-04-27,Bank of America,Principal .NET Software Engineering (Hands-On),Staff/Principal,"Chandler, AZ; Charlotte, NC; Kennesaw, GA; Plano, TX",400a5d44abcfb7918f47757c65b33236d048693e618893a450e9ac17fb1567e6,0,1,1,1,1,1,1,0,0,1,1,6,5
The Muse,10983968,https://www.themuse.com/jobs/riotgames/staff-software-engineer-services-unpublished-rd-product-0da937,2026-04-27,Riot Games,"Staff Software Engineer, Services - Unpublished R&D Product",Staff/Principal,"Shanghai, China",85850a7f1457bdbc9da9e878236c9db3f8e72c0a08caf2ae68fe07ad6b705e12,0,1,0,0,0,0,0,0,0,1,0,1,1
